userId,movieId,rating,timestamp,,
25,1,5,874965758,25,1
25,2,3,876893171,25,1
25,3,4,878542960,25,1
25,4,3,876893119,25,1
25,5,3,889751712,25,1
25,6,5,887431973,25,1
25,7,4,875071561,25,1
25,8,1,875072484,25,1
25,9,5,878543541,25,1
25,10,3,875693118,25,1
25,11,2,875072262,25,1
25,12,5,878542960,25,1
25,13,5,875071805,25,1
25,14,5,874965706,25,1
25,15,5,875071608,25,1
25,16,5,878543541,25,1
25,17,3,875073198,25,1
25,18,4,887432020,25,1
25,19,5,875071515,25,1
25,20,4,887431883,25,1
25,21,1,878542772,25,1
25,22,4,875072404,25,1
25,23,4,875072895,25,1
25,24,3,875071713,25,1
25,25,4,875071805,25,1
25,26,3,875072442,25,1
25,27,2,876892946,25,1
25,28,4,875072173,25,1
25,29,1,878542869,25,1
25,30,3,878542515,25,1
25,31,3,875072144,25,1
25,32,5,888732909,25,1
25,33,4,878542699,25,1
25,34,2,878542869,25,1
25,35,1,878542420,25,1
25,36,2,875073180,25,1
25,37,2,878543030,25,1
25,38,3,878543075,25,1
25,39,4,875072173,25,1
25,40,3,876893230,25,1
25,41,2,876892818,25,1
25,42,5,876892425,25,1
25,43,4,878542869,25,1
25,44,5,878543541,25,1
25,45,5,875241687,25,1
25,46,4,876893230,25,1
25,47,4,875072125,25,1
25,48,5,875072520,25,1
25,49,3,878542478,25,1
25,50,5,874965954,25,1
25,51,4,878543275,25,1
25,52,4,875072205,25,1
25,53,3,876893206,25,1
25,54,3,878543308,25,1
25,55,5,875072688,25,1
25,56,4,875072716,25,1
25,57,5,878542459,25,1
25,58,4,878542960,25,1
25,59,5,876892817,25,1
25,60,5,875072370,25,1
25,61,4,878542420,25,1
25,62,3,878542282,25,1
25,63,2,878543196,25,1
25,64,5,875072404,25,1
25,65,4,875072125,25,1
25,66,4,878543030,25,1
25,67,3,876893054,25,1
25,68,4,875072688,25,1
25,69,3,875072262,25,1
25,70,3,875072895,25,1
25,71,3,876892425,25,1
25,72,4,878542678,25,1
25,73,3,876892774,25,1
25,74,1,889751736,25,1
25,75,4,878543238,25,1
25,76,4,878543176,25,1
25,77,4,876893205,25,1
25,78,1,878543176,25,1
25,79,4,875072865,25,1
25,80,4,876893008,25,1
25,81,5,875072865,25,1
25,82,5,878542589,25,1
25,83,3,875072370,25,1
25,84,4,875072923,25,1
25,85,3,875073180,25,1
25,86,5,878543541,25,1
25,87,5,878543541,25,1
25,88,4,878542791,25,1
25,89,5,875072484,25,1
25,90,4,878542300,25,1
25,91,5,876892636,25,1
25,92,3,876892425,25,1
25,93,5,875071484,25,1
25,94,2,875072956,25,1
25,95,4,875072303,25,1
25,96,5,875072716,25,1
25,97,3,875073128,25,1
25,98,4,875072404,25,1
25,99,3,875072547,25,1
25,100,5,878543541,25,1
25,101,2,878542845,25,1
25,102,2,889751736,25,1
25,103,1,878542845,25,1
25,104,1,875241619,25,1
25,105,2,875240739,25,1
25,106,4,875241390,25,1
25,107,4,875241619,25,1
25,108,5,875240920,25,1
25,109,5,874965739,25,1
25,110,1,878542845,25,1
25,111,5,889751711,25,1
25,112,1,878542441,25,1
25,113,5,878542738,25,1
25,114,5,875072173,25,1
25,115,5,878541637,25,1
25,116,3,878542960,25,1
25,117,3,874965739,25,1
25,118,3,875071927,25,1
25,119,5,876893098,25,1
25,120,1,875241637,25,1
25,121,4,875071823,25,1
25,122,3,875241498,25,1
25,123,4,875071541,25,1
25,124,5,875071484,25,1
25,125,3,878542960,25,1
25,126,2,875071713,25,1
25,127,5,874965706,25,1
25,128,4,875072573,25,1
25,129,5,887431908,25,1
25,130,3,875072002,25,1
25,131,1,878542552,25,1
25,132,4,878542889,25,1
25,133,4,876892818,25,1
25,134,4,875073067,25,1
25,135,4,875072404,25,1
25,136,3,876893206,25,1
25,137,5,875071541,25,1
25,138,1,878543006,25,1
25,139,3,878543216,25,1
25,140,1,878543133,25,1
25,141,3,878542608,25,1
25,142,2,878543238,25,1
25,143,1,875072631,25,1
25,144,4,875073180,25,1
25,145,2,875073067,25,1
25,146,4,875071561,25,1
25,147,3,875240993,25,1
25,148,2,875240799,25,1
25,149,2,878542791,25,1
25,150,5,876892196,25,1
25,151,4,875072865,25,1
25,152,5,878542589,25,1
25,153,3,876893230,25,1
25,154,5,878543541,25,1
25,155,2,878542201,25,1
25,156,4,874965556,25,1
25,157,4,876892918,25,1
25,158,3,878542699,25,1
25,159,3,875073180,25,1
25,160,4,875072547,25,1
25,161,4,875072303,25,1
25,162,4,878542420,25,1
25,163,4,875072442,25,1
25,164,3,876893171,25,1
25,165,5,874965518,25,1
25,166,5,874965677,25,1
25,167,2,878542383,25,1
25,168,5,874965478,25,1
25,169,5,878543541,25,1
25,170,5,876892856,25,1
25,171,5,889751711,25,1
25,172,5,874965478,25,1
25,173,5,878541803,25,1
25,174,5,875073198,25,1
25,175,5,875072547,25,1
25,176,5,876892468,25,1
25,177,5,876892701,25,1
25,178,5,878543541,25,1
25,179,3,875072370,25,1
25,180,3,875072573,25,1
25,181,5,874965739,25,1
25,182,4,875072520,25,1
25,183,5,875072262,25,1
25,184,4,875072956,25,1
25,185,4,875072631,25,1
25,186,4,875073128,25,1
25,187,4,874965678,25,1
25,188,3,875073128,25,1
25,189,3,888732928,25,1
25,190,5,875072125,25,1
25,191,5,875072956,25,1
25,192,4,875072547,25,1
25,193,4,876892654,25,1
25,194,4,876892743,25,1
25,195,5,876892855,25,1
25,196,5,874965677,25,1
25,197,5,875072956,25,1
25,198,5,878542717,25,1
25,199,4,875072262,25,1
25,200,3,876893098,25,1
25,201,3,878542960,25,1
25,202,5,875072442,25,1
25,203,4,878542231,25,1
25,204,5,875072688,25,1
25,205,3,878542909,25,1
25,206,4,876893205,25,1
25,207,5,875073067,25,1
25,208,5,878542960,25,1
25,209,4,888732908,25,1
25,210,4,878542909,25,1
25,211,3,878541970,25,1
25,212,4,875072895,25,1
25,213,2,876892896,25,1
25,214,4,875072520,25,1
25,215,3,876893145,25,1
25,216,5,876892701,25,1
25,217,3,876892676,25,1
25,218,3,876892856,25,1
25,219,1,878542327,25,1
25,220,3,875241390,25,1
25,221,5,887431921,25,1
25,222,4,878873388,25,1
25,223,5,876892918,25,1
25,224,5,875071484,25,1
25,225,2,878542738,25,1
25,226,3,878543176,25,1
25,227,4,876892946,25,1
25,228,5,878543541,25,1
25,229,4,878542075,25,1
25,230,4,878542420,25,1
25,231,1,876893031,25,1
25,232,3,878543196,25,1
25,233,2,878542552,25,1
25,234,4,876892355,25,1
25,235,5,875071589,25,1
25,236,4,875071898,25,1
25,237,2,875071749,25,1
25,238,4,875072235,25,1
25,239,4,878542845,25,1
25,240,3,875071898,25,1
25,241,4,878543133,25,1
25,242,5,889751633,25,1
25,243,1,875241390,25,1
25,244,2,887431973,25,1
25,245,2,875071713,25,1
25,246,5,874965905,25,1
25,247,1,875241619,25,1
25,248,4,874965954,25,1
25,249,4,874965970,25,1
25,250,4,874965706,25,1
25,251,4,875071843,25,1
25,252,2,875240677,25,1
25,253,5,874965970,25,1
25,254,1,878541392,25,1
25,255,2,885345822,25,1
25,256,4,889751712,25,1
25,257,4,874965954,25,1
25,258,5,878873389,25,1
25,259,1,875692979,25,1
25,260,1,875071713,25,1
25,261,1,875692992,25,1
25,262,3,875071421,25,1
25,263,1,875693007,25,1
25,264,2,875071713,25,1
25,265,4,878542441,25,1
25,266,1,885345728,25,1
25,267,4,875692955,25,1
25,268,5,875692927,25,1
25,269,5,877482427,25,1
25,270,5,888732827,25,1
25,271,2,887431672,25,1
25,272,3,887431647,25,1
26,1,4,888550871,26,2
26,10,2,888551853,26,2
26,13,4,888551922,26,2
26,14,4,888551853,26,2
26,19,3,888550871,26,2
26,25,4,888551648,26,2
26,50,5,888552084,26,2
26,100,5,888552084,26,2
26,111,4,888551853,26,2
26,127,5,888552084,26,2
26,237,4,888552017,26,2
26,242,5,888552084,26,2
26,251,5,888552084,26,2
26,255,4,888551341,26,2
26,257,4,888551062,26,2
26,258,3,888549961,26,2
26,269,4,888550774,26,2
26,272,5,888979061,26,2
26,273,4,888551647,26,2
26,274,3,888551497,26,2
26,275,5,888550939,26,2
26,276,4,888551552,26,2
26,277,4,888551174,26,2
26,278,3,888551647,26,2
26,279,4,888551745,26,2
26,280,3,888551441,26,2
26,281,3,888980240,26,2
26,282,4,888551922,26,2
26,283,5,888552084,26,2
26,284,4,888552017,26,2
26,285,5,888552084,26,2
26,286,4,888549960,26,2
26,287,3,888551235,26,2
26,288,3,888550252,26,2
26,289,3,888979353,26,2
26,290,3,888551441,26,2
26,291,3,888551647,26,2
26,292,4,888550774,26,2
26,293,4,888550939,26,2
26,294,1,888551648,26,2
26,295,4,888551164,26,2
26,296,3,888550871,26,2
26,297,4,888550871,26,2
26,298,3,888551441,26,2
26,299,4,888550774,26,2
26,300,4,888979197,26,2
27,181,4,889237482,27,3
27,245,1,889237247,27,3
27,258,2,889237026,27,3
27,260,4,889237455,27,3
27,264,2,889237297,27,3
27,268,3,889236961,27,3
27,271,3,889237224,27,3
27,272,2,889237055,27,3
27,288,2,889237026,27,3
27,294,2,889237224,27,3
27,299,3,889237199,27,3
27,300,2,889236939,27,3
28,11,4,892004520,28,4
28,50,5,892003526,28,4
28,210,3,892003374,28,4
28,258,5,892001374,28,4
28,260,4,892004275,28,4
28,264,3,892004275,28,4
28,271,4,892001690,28,4
28,288,4,892001445,28,4
28,294,5,892004409,28,4
28,300,5,892001445,28,4
29,1,4,875635748,29,5
29,2,3,875636053,29,5
29,17,4,875636198,29,5
29,21,3,875635327,29,5
29,24,4,879198229,29,5
29,25,3,875635318,29,5
29,29,4,875637023,29,5
29,40,4,879198109,29,5
29,42,5,875636360,29,5
29,50,4,875635758,29,5
29,62,4,875637575,29,5
29,63,1,878844629,29,5
29,66,1,875721019,29,5
29,69,1,875721555,29,5
29,70,4,875636389,29,5
29,79,3,875635895,29,5
29,80,2,875636511,29,5
29,89,5,875636033,29,5
29,90,3,875636297,29,5
29,94,3,878844651,29,5
29,95,4,875721168,29,5
29,98,3,875720691,29,5
29,99,3,875721216,29,5
29,100,5,875635349,29,5
29,101,5,878844510,29,5
29,102,3,875721196,29,5
29,105,3,875635443,29,5
29,109,5,875635350,29,5
29,110,1,875636493,29,5
29,121,4,875635189,29,5
29,135,4,875637536,29,5
29,139,3,875721260,29,5
29,143,3,875636815,29,5
29,144,3,875636141,29,5
29,145,1,875720830,29,5
29,151,3,875635723,29,5
29,153,5,875636375,29,5
29,154,3,875636691,29,5
29,162,1,875721572,29,5
29,163,5,879197864,29,5
29,167,2,875636281,29,5
29,168,3,875636691,29,5
29,169,5,878844495,29,5
29,172,5,875636130,29,5
29,173,4,875636675,29,5
29,174,5,875636130,29,5
